City,Latitude,Longitude
Tangent,-123.1081498,44.5412335
Tarpey Village,-119.7009743,36.7930055
Tatitlek,-146.6786111,60.8647222
Taylorsville,-120.8396752,40.0754477
Tecate,-116.6275176,32.5772833
Tecopa,-116.2264127,35.8482993
Tee Harbor,-134.7558333,58.4102778
Tehachapi,-118.4489739,35.1321878
Tehama,-122.1233228,40.0271015
Tekoa,-117.0721213,47.2232314
Telida,-153.2822222,63.3838889
Teller,-166.3608333,65.2636111
Telma,-120.8156518,47.8431757
Telocaset,-117.8263251,45.1009734
Temecula,-117.1483648,33.4936391
Temelec,-122.4927593,38.2665819
Tempiute,-115.6358654,37.6524518
Temple City,-118.0578456,34.1072305
Templeton,-120.7060049,35.5496939
Tenakee Springs,-135.2188889,57.7808333
Tenino,-122.8529094,46.8567663
Tenmile,-123.5642445,43.0962263
Tennant,-121.9133367,41.5837652
Terminous,-121.4955075,38.1132523
Termo,-120.4602262,40.8657308
Terra Bella,-119.0442687,35.962453
Terra Linda,-122.5497,38.0040893
Terrace Heights,-120.4397854,46.6062383
Terrebonne,-121.1778129,44.3528981
Tetlin,-142.5238796,63.1350512
Thane,-134.3302778,58.2641667
The Dalles,-121.1786823,45.5945645
Thermal,-116.1394485,33.6403013
Thermalito,-121.5869154,39.5112752
Thomas,-122.2290094,47.3537115
Thompson Place,-122.7834674,47.0553741
Thorne,-118.5915221,38.6018652
Thorne Bay,-132.5222222,55.6877778
Thornton,-121.4246733,38.2260268
Thorp,-120.671185,47.0679018
Thousand Oaks,-118.8375937,34.1705609
Thousand Palms,-116.3902887,33.8200183
Three Lakes,-122.0115166,47.9448208
Three Rivers,-118.9045445,36.4388364
Three Rocks,-120.391548,36.5024507
Tiburon,-122.4566392,37.8735377
Tidewater,-123.9003916,44.4112314
Tierra Buena,-121.6669123,39.1487807
Tieton,-120.7553504,46.7020686
Tigard,-122.7714861,45.4312294
Tiger,-117.4077416,48.6915806
Tillamook,-123.8440137,45.4562159
Tiller,-122.951165,42.9284541
Tillicum,-122.5570699,47.1234311
Timber,-123.2945598,45.7198337
Tin City,-167.9480556,65.5586111
Tionesta,-121.3280415,41.6459944
Tippett,-114.3497339,39.8685485
Tipton,-119.3120577,36.0593973
Tobin,-121.3085769,39.9379409
Todd,-135.0397222,57.4611111
Tofty,-150.8772222,65.0933333
Togiak,-160.3763889,59.0619444
Tok,-142.9855556,63.3366667
Tokeen,-133.4638889,55.9944444
Tokeland,-123.9818347,46.7064856
Toksook Bay,-165.1036627,60.5337752
Toledo,-122.846783,46.4398305
Tollhouse,-119.3992957,37.018838
Tomales,-122.9055518,38.246307
Toms Place,-118.6812364,37.5613209
Tonasket,-119.4395039,48.7051529
Tonopah,-117.2300825,38.0671553
Tonsina,-145.1752778,61.6558333
Tonyville,-119.0906602,36.2485614
Tooleville,-119.115435,36.2877535
Top of the World,-117.7542208,33.5483587
Topanga,-118.6014735,34.0936181
Topaz,-119.51949,38.61882
Topaz Lake,-119.5440574,38.695741
Topaz Ranch Estates,-119.5007961,38.7356527
Toppenish,-120.3086667,46.3773509
Torboy,-118.6628029,48.6798874
Torrance,-118.3406288,33.8358492
Touchet,-118.6722078,46.0398567
Toulon,-118.6448736,40.0626873
Toy,-118.6732073,40.0168544
Trabuco Canyon,-117.5903258,33.662521
Trabuco Highlands,-117.5664361,33.6147446
Tracy,-121.4252227,37.7396513
Tracyton,-122.6551426,47.6089838
Trail,-122.8105998,42.6484582
Tranquillity,-120.2526596,36.648839
Trapper Creek,-150.2313889,62.3166667
Traver,-119.4848471,36.4552287
Trego,-119.1437906,40.7646229
Trentwood,-117.2107634,47.6965622
Tres Pinos,-121.321043,36.7899573
Tri-City,-123.3117318,42.9845619
Trimmer,-119.296234,36.9049485
Trinidad,-124.1431246,41.059291
Trinity Center,-122.6997441,40.9832011
Trinity Village,-123.5283794,40.8754135
Trona,-117.3728346,35.7627322
Trout Lake,-121.528137,45.9973427
Troutdale,-122.3873133,45.5392862
Trowbridge,-121.525237,38.9107301
Troy,-117.4515646,45.946813
Truckee,-120.1832533,39.327962
Tualatin,-122.7639851,45.3840077
Tukwila,-122.2609558,47.4739884
Tulalip,-122.2918095,48.0684294
Tulare,-119.3473379,36.2077288
Tulelake,-121.4774916,41.9559885
Tuluksak,-160.9616667,61.1025
Tumalo,-121.3308679,44.1498398
Tumwater,-122.9093063,47.0073187
Tuntutuliak,-162.6630556,60.3430556
Tununak,-165.2558333,60.5855556
Tuolumne,-120.2374109,37.9607582
Tuolumne City,-120.2412999,37.9627027
Tupman,-119.3512247,35.2980185
Turlock,-120.8465941,37.4946568
Turner,-122.9528708,44.8431766
Turner Corner,-122.1434599,47.8045426
Tuscarora,-116.2217565,41.3140735
Tustin,-117.826166,33.7458511
Tuttle,-120.3787966,37.2960525
Tuttletown,-120.4596408,37.9915909
Twain,-121.0719031,40.0201673
Twain Harte,-120.2326891,38.0396452
Twentynine Palms,-116.0541689,34.1355582
Twin Lakes,-118.3590549,48.2621709
Twin Peaks,-117.2336533,34.2388955
Twisp,-120.122303,48.3634784
Tygh Valley,-121.17312,45.247341
Tyler,-117.7835498,47.4359956
Tyonek,-151.1369444,61.0680556
Ualapu'e,-156.8354766,21.0687049
Ugashik,-157.3975,57.5130556
Ukiah,-118.9324815,45.13403
Umapine,-118.496362,45.9765234
Umatilla,-119.3425179,45.9173549
Umiat,-152.1441667,69.3669444
Umkumiute,-165.1988597,60.4996523
Umpqua,-123.4684175,43.3653934
Unalakleet,-160.7880556,63.8730556
Unalaska,-166.5366667,53.8736111
Unga,-160.5050438,55.1840915
Union,-123.1009872,47.3550934
Union City,-122.0191667,37.5958333
Union Creek,-122.4455928,42.9070697
Union Gap,-120.4750638,46.5573492
Uniontown,-117.0876629,46.5393291
Unionville,-118.1206953,40.4454634
Unity,-118.1927121,44.4373836
University Place,-122.5504041,47.2356536
Upland,-117.6483876,34.09751
Upper Kalskag,-160.3338521,61.5418812
Upper Lake,-122.9105515,39.1646129
Upper Mill,-121.9270538,47.1934357
Upper Preston,-121.907615,47.5051019
Urban,-122.6921221,48.6178828
Ursine,-114.2152607,37.9846843
Usk,-117.2796637,48.3137939
Uyak,-153.9994444,57.6377778
Vacaville,-121.9877444,38.3565773
Vader,-122.9603966,46.4026081
Vail,-122.6562348,46.8451007
Val Verde,-118.657589,34.4449952
Valdez,-146.3483333,61.1308333
Vale,-117.2382311,43.9821055
Valinda,-117.9436749,34.0452883
Valle Vista,-116.8933555,33.7477981
Vallecito,-120.4735322,38.0901992
Vallejo,-122.2566367,38.1040864
Valley,-117.7246849,48.1751733
Valley Acres,-119.406783,35.2060764
Valley Center,-117.0341967,33.2183701
Valley Falls,-120.281905,42.4840457
Valley Ford,-122.9241635,38.3179721
Valley Home,-120.9121571,37.8288158
Valley Springs,-120.8291033,38.1915856
Valley View Park,-117.3081,34.2350067
Valley Wells,-117.331723,35.8282862
Valmy,-117.1267753,40.7926851
Valsetz,-123.6551093,44.8381719
Van Zandt,-122.1918238,48.7890042
Vancouver,-122.6614861,45.6387281
Vandenberg Village,-120.4676641,34.7083155
Vantage,-119.9872748,46.9454095
Vashon,-122.4598502,47.4473205
Vashon Heights,-122.4654071,47.5056535
Vaughn,-122.7631918,47.3442617
Venersborg,-122.4245395,45.7737266
Veneta,-123.3509294,44.0487342
Venetie,-146.4186111,67.0138889
Venice,-122.5798616,47.6670404
Ventura,-119.2931676,34.2783352
Veradale,-117.1963163,47.6568405
Verdemont,-117.3675463,34.1930639
Verdi,-119.9888113,39.5182427
Verlot,-121.7773486,48.0903816
Vernon,-118.230073,34.003903
Vernonia,-123.1928926,45.8587229
Victor,-121.206057,38.1379746
Victorville,-117.2911565,34.5361067
Vida,-122.5697929,44.1459603
Vidal,-114.5102364,34.1189042
Vidal Junction,-114.5741282,34.1886253
View Park,-118.3425759,33.9989018
Villa Park,-117.8131112,33.8144608
Vina,-122.0538745,39.932936
Vincent,-118.1164615,34.5005487
Vine Hill,-122.0960753,38.0085326
Vineyard,-121.346917,38.464488
Vinton,-120.1782603,39.804349
Viola,-121.6777639,40.5179358
Virginia,-122.6373682,47.7073171
Virginia City,-119.6496235,39.3096345
Visalia,-119.2920585,36.3302284
Vista,-117.2425355,33.2000368
Volcano,-155.2346706,19.4277439
Volta,-120.92603,37.0974438
Vya,-119.8604915,41.5921166
Wabash,-122.0576139,47.2428787
Wabuska,-119.1832104,39.1438073
Wadsworth,-119.2854477,39.6338011
Wagontire,-119.875795,43.2495936
Wahiawa,-158.019972,21.5003965
Wai'anae,-158.1810603,21.4528559
Waiakoa,-156.3277245,20.7600466
Waialua,-158.1277657,21.5733244
Waiehu,-156.4946651,20.919034
Waiheâ€˜e,-156.5100288,20.9308991
Waikapu,-156.5220386,20.8391608
Waikele,-158.0058019,21.402559
Wailea,-156.441899,20.689732
Wailua,-156.1326313,20.8452164
Wailuku,-156.5010595,20.8896075
Waimanalo,-157.7302386,21.3420696
Waimea,-159.6689261,21.957069
Wainwright,-160.0383333,70.6369444
Waipahu,-158.0091667,21.3866667
Waitsburg,-118.1532861,46.2704176
Waldport,-124.0687302,44.426786
Waldron,-123.0368533,48.6876027
Wales,-168.0875,65.6091667
Walker,-119.4768329,38.5149112
Walker Lake,-118.7551395,38.6482536
Walla Walla,-118.3430209,46.0645809
Wallace,-120.9779962,38.1940853
Wallowa,-117.5282416,45.5701445
Wallula,-118.9052776,46.0854121
Walnut,-117.8653386,34.0202894
Walnut Creek,-122.064963,37.9063131
Walnut Grove,-122.5989854,45.6678949
Walnut Heights,-122.0510736,37.8765916
Walnut Park,-118.2250723,33.9680703
Walterville,-122.8039663,44.0687379
Wamic,-121.2692327,45.2281727
Wapato,-120.4203382,46.4476278
Wapinitia,-121.2564517,45.1142837
Ward Cove,-131.7227778,55.4119444
Warden,-119.0397305,46.9676426
Warm Beach,-122.3645953,48.1706535
Warm Springs,-116.3700542,38.1904897
Warner Springs,-116.6336303,33.2822596
Warren,-122.8489928,45.8190032
Warrenton,-123.9237557,46.1651049
Wasco,-120.698113,45.5917918
Washington,-120.7991077,39.3593424
Washoe City,-119.8096307,39.3201879
Washougal,-122.3534247,45.5826188
Washtucna,-118.3105282,46.7565354
Wasilla,-149.4394444,61.5813889
Waterfall,-133.2405556,55.2972222
Waterford,-120.7604834,37.6413202
Waterloo,-122.8253658,44.4940121
Waterville,-120.0711788,47.6470761
Watsonville,-121.7568946,36.910231
Waukena,-119.509567,36.1385621
Waukon,-117.8432805,47.539605
Wauna,-122.6426329,47.3789852
Wautauga Beach,-122.5481901,47.5862078
Waverly,-117.2279679,47.342674
Wawawai,-117.3793456,46.6365482
Wawona,-119.6562684,37.5368803
Weaverville,-122.9419708,40.7309778
Weed,-122.3861269,41.4226498
Weed Heights,-119.2090429,38.9871392
Weedpatch,-118.9151002,35.2380173
Weimar,-120.9724425,39.0373968
Weldon,-118.2903579,35.6657864
Wellington,-119.3759946,38.7562993
Wellpinit,-117.9880253,47.8879399
Wells,-114.96449,41.1115888
Weloka,-155.1984501,19.9588884
Wenatchee,-120.3103494,47.4234599
Wendel,-120.2335461,40.3482346
Weott,-123.9217063,40.3218069
West Covina,-117.9389526,34.0686208
West Goshen,-119.4516038,36.3490261
West Hollywood,-118.3617443,34.0900091
West Lake Sammamish,-122.1012322,47.5776002
West Linn,-122.6123141,45.3656761
West Park,-119.851258,36.7102258
West Point,-120.527426,38.3990786
West Richland,-119.3614092,46.3043015
West Sacramento,-121.530234,38.5804609
West Slope,-122.7645425,45.4987288
West Valley,-120.6050678,46.5920703
West Wendover,-114.073345,40.739097
West Whittier,-118.0570117,33.9886238
West Whittier-Los Nietos,-118.068925,33.9760015
Westend,-117.3922787,35.7069001
Westfall,-117.7090762,43.9918247
Westfir,-122.4964399,43.7573458
Westhaven,-124.111179,41.0359583
Westlake Village,-118.8056474,34.1458389
Westley,-121.1991036,37.549376
Westminster,-118.0067271,33.759183
Westmorland,-115.6213817,33.0372674
Weston,-118.424688,45.813744
Westport,-123.7830734,39.6357148
Westwood,-121.0057931,40.3059999
Wheatland,-121.4230133,39.0098947
Wheeler,-119.1719606,47.1306981
Wheeler Ridge,-118.9495461,35.0044129
Wheeler Springs,-119.2915028,34.5080466
White City,-122.85893,42.4373477
White Mountain,-163.4055556,64.6813889
White Pines,-120.3407525,38.2660282
White Salmon,-121.4864619,45.7276194
White Swan,-120.7311801,46.3829037
Whiteson,-123.1967707,45.1515056
Whitethorn,-123.9430832,40.0237557
Whitewater,-116.687212,33.9355876
Whitley Gardens,-120.5076614,35.6591366
Whittier,-148.6838889,60.7730556
Wickersham,-122.2129357,48.6551115
Wilbur,-118.7055589,47.7587628
Wilderville,-123.4670077,42.382338
Wildomar,-117.2800372,33.5989126
Wilkeson,-122.0456673,47.1053802
Willamina,-123.4859417,45.0787251
Willapa,-123.6662704,46.6748226
Williams,-122.1494187,39.1546137
Willits,-123.3555656,39.4096079
Willow,-150.0375,61.7472222
Willow Creek,-123.6314412,40.9395774
Willow Ranch,-120.3582886,41.9023885
Willowbrook,-118.2550726,33.9169602
Willowdale,-120.9430984,44.8054015
Willows,-122.1935931,39.5243265
Wilseyville,-120.5146478,38.3790793
Wilson Creek,-119.1208498,47.4232005
Wilsonia,-118.9564964,36.7349465
Wilsonville,-122.7737062,45.2998418
Wilton,-121.2721709,38.4118551
Wimer,-123.1489432,42.5387321
Winchester,-117.0844733,33.706966
Winchester Bay,-124.1748369,43.6770608
Windsor,-122.8163802,38.5471327
Windsor Hills,-118.3539649,33.9889018
Winlock,-122.9378983,46.4912176
Winnemucca,-117.7356849,40.9729584
Winona,-117.8004892,46.9457157
Winston,-123.4125723,43.1223383
Winter Gardens,-116.9333599,32.8311613
Winterhaven,-114.6346751,32.739491
Winters,-121.9708017,38.5249065
Winthrop,-120.1861956,48.4779232
Winton,-120.6132516,37.389383
Wiseman,-150.1075,67.41
Wishram,-120.9667337,45.6573451
Withrow,-119.8086656,47.7048611
Wofford Heights,-118.4561967,35.7068961
Wolf Creek,-123.3953424,42.6953955
Wollochet,-122.5840168,47.2687088
Wood Village,-122.4187024,45.5342862
Woodacre,-122.645261,38.0127006
Woodbridge,-121.301337,38.1540849
Woodburn,-122.8553725,45.143731
Woodchopper,-151.0094444,65.0511111
Woodcrest,-117.3572651,33.8822392
Woodfords,-119.8218443,38.7776832
Woodinville,-122.1634582,47.7542651
Woodlake,-119.0987176,36.4135606
Woodland,-121.7732971,38.6785157
Woodmont Beach,-122.312067,47.3614887
Woodside,-122.2538557,37.4299388
Woodville,-119.1989975,36.0935637
Woodway,-122.3829102,47.7962079
Woolsey,-118.36459,40.2810198
Worden,-121.8663922,42.0454246
Worth,-118.9370424,36.0524513
Wrangell,-132.3766667,56.4708333
Wrightwood,-117.6333884,34.3608341
Wymer,-120.4597884,46.82596
Yachats,-124.1048418,44.3112312
Yacolt,-122.4062074,45.8659467
Yakima,-120.5058987,46.6020711
Yakutat,-139.7272222,59.5469444
Yamhill,-123.1873291,45.3415037
Yankee Hill,-121.5221924,39.7034956
Yarrow Point,-122.2173461,47.64621
Yelm,-122.6059582,46.9420431
Yerington,-119.1629309,38.9857508
Yermo,-116.8203127,34.9049849
Yettem,-119.2595581,36.486339
Yolo,-121.8077431,38.7318481
Yoman,-122.706242,47.1864854
Yoncalla,-123.2834167,43.5984531
Yorba Linda,-117.8131125,33.8886259
Yosemite Lakes,-119.772653,37.1910585
Yosemite Village,-119.598221,37.7452032
Yountville,-122.3608105,38.4015781
Yreka,-122.6344708,41.7354187
Yuba City,-121.6169108,39.1404477
Yucaipa,-117.0430865,34.033625
Yucca Valley,-116.432235,34.1141743
Zayante,-122.0435734,37.0918919
Zenith,-122.3231788,47.3864884
Zephyr Cove,-119.9560143,39.0021304
Zillah,-120.2619988,46.4020734
